,OportunidadAsignada,Seleccionada1,Comparacion
7683,ALE-3SA-014C,ALE-3SA-014C,True
7684,ALE-3SA-014C,ALE-3SA-014C,True
7685,ALE-3SA-014C,ALE-3SA-014C,True
7686,SUI-3SA-009A,SUI-3SA-009A,True
7687,ING-3SA-026,ING-3SA-026,True
7688,ING-3SA-026,ING-3SA-026,True
7689,ING-3SA-005,ING-3SA-005,True
7690,FRA-3SA-152A,FRA-3SA-152A,True
7691,FRA-3SA-096A,FRA-3SA-096A,True
7692,FRA-3SA-096A,FRA-3SA-096A,True
7693,ALE-5INT-138,ALE-5INT-138,True
7694,ESP-5INT-074A,ESP-5INT-074A,True
7695,ALE-5INT-052,ALE-5INT-052,True
7696,ALE-5INT-052,ALE-5INT-052,True
7697,ALE-3SA-014C,ALE-3SA-014C,True
7698,CAN-3SA-008,CAN-3SA-008,True
7699,ESP-5INT-092K,ESP-5INT-092K,True
7700,MEX-5PP-003B,MEX-5PP-003B,True
7701,MEX-5PP-003B,MEX-5PP-003B,True
7702,ALE-5PP-005A,ALE-5PP-005A,True
7703,MEX-5PP-003B,MEX-5PP-003B,True
7704,ESP-5SA-066,ESP-5SA-066,True
7705,ESP-5INT-103,ESP-5INT-103,True
7706,HOL-5INT-007,ALE-5INT-052,False
7707,FRA-5INT-084B,FRA-5INT-084B,True
7708,ESP-5SA-057A,ESP-5SA-057A,True
7709,ESP-5SA-057A,ESP-5SA-057A,True
7710,COR-5INT-025B,COR-5INT-022,False
7711,ALE-5INT-135A,ALE-5INT-135A,True
7712,POL-V5SA-008A,POL-V5SA-008A,True
7713,POL-V5SA-008A,POL-V5SA-008A,True
7714,ALE-V3SA-014K,ALE-V3SA-014K,True
7715,ALE-V3SA-014K,ALE-V3SA-014K,True
7716,FRA-V3SA-010I,FRA-V3SA-010I,True
7717,CAN-V3SA-080B,CAN-V3SA-080B,True
7718,CAN-V3SA-080B,CAN-V3SA-080B,True
7719,CAN-V3SA-008B,CAN-V3SA-008B,True
7720,EUA-V3SA-191D,EUA-V3SA-191D,True
7721,CAN-3SA-008,CAN-3SA-008,True
7722,CAN-3SA-008,CAN-3SA-008,True
7723,FRA-V3SA-075A,FRA-V3SA-075A,True
7724,CAN-V3SA-010F,CAN-V3SA-010F,True
7725,CAN-V3SA-010F,CAN-V3SA-010F,True
7726,CAN-V3SA-010F,CAN-V3SA-010F,True
7727,CAN-V3SA-010F,CAN-V3SA-010F,True
7728,CAN-V3SA-010F,CAN-V3SA-010F,True
7729,CAN-V3SA-010F,CAN-V3SA-010F,True
7730,CAN-V3SA-010F,CAN-V3SA-010F,True
7731,CAN-V3SA-98B,CAN-V3SA-98B,True
7732,FRA-V3SA-016,FRA-V3SA-016,True
7733,FRA-V3SA-073,FRA-V3SA-073,True
7734,FRA-V3SA-073,FRA-V3SA-073,True
7735,FRA-V3SA-073,FRA-V3SA-073,True
7736,MEX-V3SA-344E,MEX-V3SA-344E,True
7737,MEX-V3SA-344E,MEX-V3SA-344E,True
7738,MEX-V3SA-003A,MEX-V3SA-003A,True
7739,CZE-V5CE-10A,CZE-V5CE-10A,True
7740,FRA-5INT-084B,FRA-5INT-084B,True
7741,ESP-3SA-027A,ESP-3SA-027A,True
7742,FRA-3SA-096A,FRA-3SA-096A,True
7743,CZE-V3SA-11B,CZE-V3SA-11B,True
7744,ESP-V3SA-323A,ESP-V3SA-323A,True
7745,EUA-V5SA-191G,EUA-V5SA-191G,True
7746,EUA-V5SA-191G,EUA-V5SA-191G,True
7747,EUA-V5SA-191G,EUA-V5SA-191G,True
7748,POL-V5SA-008A,POL-V5SA-008A,True
7749,CAN-V5SA-076G,CAN-V5SA-076G,True
7750,CAN-V5SA-037,CAN-V5SA-037,True
7751,CZE-V5SA-001E,CZE-V5SA-001E,True
7752,CAN-V5SA-037,CAN-V5SA-037,True
7753,ALE-V5ID-153,ALE-V5ID-153,True
7754,ALE-V3SA-324A,ALE-V3SA-324A,True
7755,ITA-V3SA-025,ITA-V3SA-025,True
7756,POL-V3SA-008B,POL-V3SA-008B,True
7757,ALE-V3SA-325A,ALE-V3SA-325A,True
7758,ALE-V3SA-325A,ALE-V3SA-325A,True
7759,ALE-V5SA-127,ALE-V5SA-127,True
7760,ALE-V3SA-035A,ALE-V3SA-035A,True
7761,CHN-V3SA-015E,CHN-V3SA-015E,True
7762,ALE-V3SA-035A,ALE-V3SA-035A,True
7763,CAN-3SA-009C,CAN-3SA-009C,True
7764,POL-V5SA-008A,POL-V5SA-008A,True
7765,POL-V5SA-008A,POL-V5SA-008A,True
7766,POL-V5SA-008A,POL-V5SA-008A,True
7767,POL-V5SA-008A,POL-V5SA-008A,True
7768,CAN-V5SA-076H,CAN-V5SA-076H,True
7769,ESP-V3SA-064B,ESP-V3SA-064B,True
7770,ALE-V3SA-035B,ALE-V3SA-035B,True
7771,ESP-V3SA-064B,ESP-V3SA-064B,True
7772,SVK-V5SA-001E,SVK-V5SA-001E,True
7773,ING-V3SA-002D,ING-V3SA-002D,True
7774,CAN-V3SA-092A,CAN-V3SA-092A,True
7775,CAN-V3SA-092A,CAN-V3SA-092A,True
7776,ITA-V3SA-015E,ITA-V3SA-015E,True
7777,CAN-V3SA-099B,CAN-V3SA-099B,True
7778,CAN-V3SA-099B,CAN-V3SA-099B,True
7779,CAN-V3SA-099B,CAN-V3SA-099B,True
7780,RUS-V5SA-001,RUS-V5SA-001,True
7781,JAP-V5SA-018A,JAP-V5SA-18A,False
7782,ALE-V3SA-151B,ALE-V3SA-151B,True
7783,ALE-V3SA-151B,ALE-V3SA-151B,True
7784,ESP-V5SA-320D,ESP-V5SA-320D,True
7785,CAN-V3SA-080B,CAN-V3SA-080B,True
7786,POL-V5SA-008A,POL-V5SA-008A,True
7787,SUE-V5SA-012,SUE-V5SA-012,True
7788,RUS-V5SA-001,RUS-V5SA-001,True
7789,JAP-V5SA-018A,JAP-V5SA-18A,False
7790,ESP-V5SA-321A,ESP-V5SA-321A,True
7791,EUA-V5SA-329G,EUA-V5SA-329G,True
7792,ITA-V3SA-004A,ITA-V3SA-004A,True
7793,ITA-V3SA-025,ITA-V3SA-025,True
7794,ITA-V3SA-004A,ITA-V3SA-004A,True
7795,ESP-V5SA-320D,ESP-V5SA-320D,True
7796,ALE-V3SA-326A,ALE-V3SA-326A,True
7797,ALE-V3SA-326A,ALE-V3SA-326A,True
7798,CAN-V3SA-100A,CAN-V3SA-100A,True
7799,CAN-V3SA-100A,CAN-V3SA-100A,True
7800,CAN-V3SA-100A,CAN-V3SA-100A,True
7801,CAN-V3SA-100A,CAN-V3SA-100A,True
7802,CAN-V3SA-100A,CAN-V3SA-100A,True
7803,EUA-V5SA-350A,EUA-V5SA-350A,True
7804,FRA-V5SA-086A,FRA-V5SA-086A,True
7805,RUS-V5SA-001,RUS-V5SA-001,True
7806,CAN-V5SA-076H,CAN-V5SA-076H,True
7807,POL-V5SA-008A,POL-V5SA-008A,True
7808,EUA-5PIE-263J,EUA-5PIE-263J,True
7809,ALE-V5SA-134,ALE-V5SA-134,True
7810,ALE-V5ID-153,ALE-V5ID-153,True
7811,CZE-V5SA-010B,CZE-V5SA-010B,True
7812,ALE-V5SA-127,ALE-V5SA-127,True
7813,ALE-V5SA-147,ALE-V5SA-147,True
7814,CZE-V5SA-010B,CZE-V5SA-010B,True
7815,ALE-V5SA-147,ALE-V5SA-147,True
7816,ALE-V5SA-127,ALE-V5SA-127,True
7817,MEX-V5PP-011A,MEX-V5PP-011A,True
7818,CZE-V5SA-010B,CZE-V5SA-010B,True
7819,RUS-V5SA-001,RUS-V5SA-001,True
7820,EUA-V5SA-191G,EUA-V5SA-191G,True
7821,RUS-V5SA-001,RUS-V5SA-001,True
7822,ING-V5SA-051A,ING-V5SA-51A,False
7823,JAP-V5SA-018A,JAP-V5SA-18A,False
7824,SVK-V5SA-001E,SVK-V5SA-001E,True
7825,MEX-V5PP-011A,MEX-V5PP-011A,True
7826,JAP-V5SA-018A,JAP-V5SA-18A,False
7827,ESP-V5SA-320D,ESP-V5SA-320D,True
7828,EUA-V5SA-191G,EUA-V5SA-191G,True
7829,EUA-V5SA-191G,EUA-V5SA-191G,True
7830,EUA-V5SA-191G,EUA-V5SA-191G,True
7831,CHN-V3SA-002,CHN-V3SA-002,True
7832,CHN-V3SA-002,CHN-V3SA-002,True
7833,CHN-V3SA-002,CHN-V3SA-002,True
7834,CHN-V3SA-002,CHN-V3SA-002,True
7835,CHN-V3SA-002,CHN-V3SA-002,True
7836,CHN-V3SA-002,CHN-V3SA-002,True
7837,COR-5INT-027,COR-5INT-019,False
7838,ALE-V5SA-127,ALE-V5SA-127,True
7839,TUR-V5SA-002A,TUR-V5SA-002A,True
7840,EUA-V5SA-329G,EUA-V5SA-329G,True
7841,FRA-V5SA-139,FRA-V5SA-139,True
7842,EUA-5PIE-223,EUA-5PIE-223,True
7843,SVN-V5SA-001D,SVN-V5SA-001D,True
7844,JAP-V5SA-018A,JAP-V5SA-18A,False
7845,EUA-V5SA-191G,EUA-V5SA-191G,True
7846,RUS-V5SA-001,RUS-V5SA-001,True
7847,CAN-V5ID-034K,CAN-V5ID-034K,True
7848,FRA-V5SA-139,FRA-V5SA-139,True
7849,EUA-V5SA-191G,EUA-V5SA-191G,True
7850,POL-V5SA-008A,POL-V5SA-008A,True
7851,JAP-V5SA-018A,JAP-V5SA-18A,False
7852,FRA-V3SA-016,FRA-V3SA-016,True
7853,EUA-V5SA-191G,EUA-V5SA-191G,True
7854,JAP-V5SA-018A,JAP-V5SA-18A,False
7855,FRA-V5SA-145,FRA-V5SA-145,True
7856,JAP-V5SA-018A,JAP-V5SA-18A,False
7857,ESP-5SA-068A,ESP-5SA-068A,True
7858,ING-5SA-150A,ING-5SA-50A,False
7859,ALE-V5SA-127,ALE-V5SA-127,True
7860,ALE-V5SA-127,ALE-V5SA-127,True
7861,CAN-V5SA-076H,CAN-V5SA-076H,True
7862,EUA-V5SA-329G,EUA-V5SA-329G,True
7863,ALE-V5SA-019A,ALE-V5SA-019A,True
7864,FRA-V5SA-139,FRA-V5SA-139,True
7865,CAN-V5EI-063A,CAN-V5EI-063A,True
7866,CAN-3SA-021E,CAN-3SA-021E,True
7867,POL-V5SA-008A,POL-V5SA-008A,True
7868,ALE-5INT-024A,ALE-5INT-024A,True
7869,ESP-V5SA-318A,ESP-V5SA-318A,True
7870,CAN-5ID-034,CAN-5ID-034,True
7871,CAN-5ID-034,CAN-5ID-034,True
7872,JAP-V5SA-018A,JAP-V5SA-18A,False
7873,CAN-5SA-039A,CAN-5SA-039A,True
7874,ALE-5INP-056D,ALE-5INP-056D,True
7875,CHL-V5SA-017C,CHL-V5SA-017C,True
7876,CAN-3SA-011A,CAN-3SA-011A,True
7877,ESP-5SA-068A,ESP-5SA-068A,True
7878,CAN-3SA-099A,CAN-3SA-099A,True
7879,ALE-5INP-005C,ALE-5INP-005C,True
7880,CAN-V5SA-076G,CAN-V5SA-076G,True
7881,ALE-5INP-005C,ALE-5INP-005C,True
7882,ALE-5INP-005C,ALE-5INP-005C,True
7883,ALE-5INP-082,ALE-5INP-082,True
7884,ESP-5SA-068A,ESP-5SA-068A,True
7885,ALE-5INP-005C,ALE-5INP-005C,True
7886,EUA-5INT-326A,EUA-5INT-326A,True
7887,MEX-5INP-025B,MEX-5INP-025B,True
7888,MEX-5INP-025B,MEX-5INP-025B,True
7889,ALE-5INP-074,ALE-5INP-074,True
7890,CAN-V3SA-080A,CAN-V3SA-080A,True
7891,ALE-5INT-021A,ALE-5INT-021A,True
7892,COL-I5SA-013F,COL-I5SA-013F,True
7893,CAN-5ID-034,CAN-5ID-034,True
7894,ITA-5SA-014A,ITA-5SA-014A,True
7895,MEX-I3SA-325C,MEX-I3SA-325C,True
7896,ESP-5INT-110A,FRA-5INT-021A,False
7897,CAN-5PP-088,CAN-5PP-088,True
7898,BRA-5INT-002,BRA-5INT-002,True
7899,ALE-5INT-021A,ALE-5INT-021A,True
7900,CZE-I5SA-010E,CZE-I5SA-010E,True
7901,CZE-I5SA-010E,CZE-I5SA-010E,True
7902,CZE-I5SA-010E,CZE-I5SA-010E,True
7903,ESP-5PP-328A,ESP-5PP-328A,True
7904,LVA-5INT-001C,AUS-5INT-032A,False
7905,ESP-5SA-057A,ESP-5SA-057A,True
7906,CHL-I5SA-017F,CHL-I5SA-017F,True
7907,ESP-5SA-066,ESP-5SA-066,True
7908,ESP-5SA-066,ESP-5SA-066,True
7909,ESP-5SA-068A,ESP-5SA-068A,True
7910,FRA-5INT-133B,FRA-5INT-133B,True
7911,CZE-I5SA-010D,CZE-I5SA-010D,True
7912,CZE-I5SA-010D,CZE-I5SA-010D,True
7913,ESP-5SA-066,ESP-5SA-066,True
7914,ESP-5SA-066,ESP-5SA-066,True
7915,ESP-5SA-066,ESP-5SA-066,True
7916,ESP-5SA-066,ESP-5SA-066,True
7917,EUA-5INT-164,FRA-5INT-021A,False
7918,ESP-5SA-066,ESP-5SA-066,True
7919,COL-I5SA-013F,COL-I5SA-013F,True
7920,POL-5INT-002A,POL-5INT-002A,True
7921,ESP-5SA-068A,ESP-5SA-068A,True
7922,FRA-V5SA-145,FRA-V5SA-145,True
7923,CZE-I5SA-010E,CZE-I5SA-010E,True
7924,CZE-I5SA-010E,CZE-I5SA-010E,True
7925,CZE-I5SA-010D,CZE-I5SA-010D,True
7926,CHL-I5SA-017F,CHL-I5SA-017F,True
7927,CHL-I5SA-027A,CHL-I5SA-027A,True
7928,ESP-5SA-068A,ESP-5SA-068A,True
7929,ESP-I5SA-027D,ESP-I5SA-027D,True
7930,ALE-3SA-014C,ALE-3SA-014C,True
7931,ALE-3SA-014C,ALE-3SA-014C,True
7932,ALE-3SA-014C,ALE-3SA-014C,True
7933,ALE-3SA-014C,ALE-3SA-014C,True
7934,ALE-3SA-035C,ALE-3SA-035C,True
7935,CAN-3SA-021C,CAN-3SA-021C,True
7936,SUI-3SA-009A,SUI-3SA-009A,True
7937,FRA-5INT-021A,FRA-5INT-021A,True
7938,CZE-I5SA-010E,CZE-I5SA-010E,True
7939,ESP-5SA-057A,ESP-5SA-057A,True
7940,LVA-5SA-001E,LVA-5SA-001E,True
7941,ESP-5INT-074A,ESP-5INT-066A,False
7942,ESP-5PP-071D,ESP-5PP-071D,True
7943,ESP-5SA-068A,ESP-5SA-068A,True
7944,ESP-5INT-075,ESP-5INT-075,True
7945,COR-5INT-029A,COR-5INT-029A,True
7946,ALE-5INT-044,ALE-5INT-045,False
7947,AUS-3SA-050B,AUS-3SA-050B,True
7948,CHN-3SA-015C,CHN-3SA-015C,True
7949,AUS-3SA-050B,AUS-3SA-050B,True
7950,ALE-3SA-014C,ALE-3SA-014C,True
7951,CHL-5INT-001B,CHL-5INT-001B,True
7952,ESP-5SA-066,ESP-5SA-066,True
7953,FRA-5INT-042,FRA-5INT-021A,False
7954,FRA-5INT-084B,FRA-5INT-084B,True
7955,ESP-5SA-064B,ESP-5SA-064B,True
7956,ESP-5INT-074A,ESP-5INT-074A,True
7957,EUA-5INT-164,NZL-5INT-008A,False
7958,ESP-5INT-100C,ESP-5INT-100C,True
7959,HUN-5SA-001,HUN-5SA-001,True
7960,ALE-5INT-044,ALE-5INT-038,False
7961,JAP-V5SA-018A,JAP-V5SA-18A,False
7962,ALE-V5SA-134,ALE-V5SA-134,True
7963,CAN-V5SA-063V,CAN-V5SA-063V,True
7964,ALE-V5SA-138B,ALE-V5SA-138B,True
7965,ALE-V5SA-138B,ALE-V5SA-138B,True
7966,COR-5INT-027,COR-5INT-027,True
7967,ESP-V5SA-064B,ESP-V5SA-064B,True
7968,ESP-5SA-066,ESP-5SA-066,True
7969,CAN-V5PEI-098A,CAN-V5PEI-098A,True
7970,CAN-V5SA-063O,CAN-V5SA-063O,True
7971,FRA-V5SA-147C,FRA-V5SA-147C,True
7972,CZE-V5CE-10A,CZE-V5CE-10A,True
7973,CZE-V5SA-010D,CZE-V5SA-010D,True
7974,FRA-5INT-121B,FRA-5INT-121B,True
7975,ESP-V5SA-064B,ESP-V5SA-064B,True
7976,JAP-V5SA-018A,JAP-V5SA-18A,False
7977,CAN-V5SA-076G,CAN-V5SA-076G,True
7978,CZE-V5SA-010D,CZE-V5SA-010D,True
7979,JAP-V5SA-018A,JAP-V5SA-18A,False
7980,JAP-V5SA-018A,JAP-V5SA-18A,False
7981,HOL-5INT-007,HOL-5INT-007A,False
7982,POL-V5SA-008A,POL-V5SA-008A,True
7983,ESP-V5SA-064A,ESP-V5SA-064A,True
7984,ESP-V5SA-064B,ESP-V5SA-064B,True
7985,ESP-V5SA-064B,ESP-V5SA-064B,True
7986,JAP-V5SA-018A,JAP-V5SA-18A,False
7987,FRA-V5SA-139,FRA-V5SA-139,True
7988,ESP-V5SA-064B,ESP-V5SA-064B,True
7989,CAN-V5SA-076G,CAN-V5SA-076G,True
7990,ESP-V5SA-064B,ESP-V5SA-064B,True
7991,FRA-V5SA-147C,FRA-V5SA-147C,True
7992,CAN-3SA-001B,CAN-3SA-001B,True
7993,ING-V5SA-047,ING-V5SA-047,True
7994,JAP-V5SA-018A,JAP-V5SA-18A,False
7995,CZE-V5SA-010B,CZE-V5SA-010B,True
7996,CZE-V5SA-010B,CZE-V5SA-010B,True
7997,ALE-V5ID-153,ALE-V5ID-153,True
7998,COR-5INT-019,SIN-5INT-003,False
7999,ING-3SA-005C,ING-3SA-005C,True
8000,ESP-5SA-068A,ESP-5SA-068A,True
8001,ITA-3SA-015B,ITA-3SA-015B,True
8002,JAP-V5SA-018A,JAP-V5SA-18A,False
8003,SVK-V5SA-001G,SVK-V5SA-001G,True
8004,CZE-V5SA-007,CZE-V5SA-007,True
8005,COL-5INT-013,COL-5INT-013,True
8006,CAN-V5SA-076H,CAN-V5SA-076H,True
8007,CAN-V5ID-060,CAN-V5ID-060,True
8008,CAN-V5SA-063V,CAN-V5SA-063V,True
8009,ALE-V5ID-153,ALE-V5ID-153,True
8010,ESP-V5SA-064B,ESP-V5SA-064B,True
8011,FRA-3SA-010A,FRA-3SA-010A,True
8012,FRA-V5SA-139,FRA-V5SA-139,True
8013,JAP-V5SA-018A,JAP-V5SA-18A,False
8014,ALE-V5ID-153,ALE-V5ID-153,True
8015,ALE-V5SA-019A,ALE-V5SA-019A,True
8016,FRA-5INT-121B,ALE-5INT-019,False
8017,ALE-V5ID-153,ALE-V5ID-153,True
8018,ALE-5INT-042,ALE-5INT-042,True
8019,ITA-3SA-015C,ITA-3SA-015C,True
8020,ESP-V5SA-064B,ESP-V5SA-064B,True
8021,ALE-3SA-035C,ALE-3SA-035C,True
8022,ESP-V5SA-064B,ESP-V5SA-064B,True
8023,ESP-V5SA-064B,ESP-V5SA-064B,True
8024,ESP-V5SA-062J,ESP-V5SA-062J,True
8025,ESP-3SA-027A,ESP-3SA-027A,True
8026,ALE-3SA-325A,ALE-3SA-325A,True
8027,CAN-V5SA-076J,CAN-V5SA-076J,True
8028,ESP-5SA-057A,ESP-5SA-057A,True
8029,ITA-3SA-015C,ITA-3SA-015C,True
8030,ALE-V5SA-019A,ALE-V5SA-019A,True
8031,FRA-V5SA-147C,FRA-V5SA-147C,True
8032,CAN-V5SA-063O,CAN-V5SA-063O,True
8033,TAI-V5SA-223A,TAI-V5SA-223A,True
8034,CZE-V5SA-007,CZE-V5SA-007,True
8035,TAI-V5SA-223A,TAI-V5SA-223A,True
8036,JAP-V5SA-018A,JAP-V5SA-18A,False
8037,ESP-V5SA-070C,ESP-V5SA-070C,True
8038,MEX-V5SA-019A,MEX-V5SA-019A,True
8039,FRA-V5SA-147C,FRA-V5SA-147C,True
8040,CZE-V5SA-010B,CZE-V5SA-010B,True
8041,CZE-V5CE-10A,CZE-V5CE-10A,True
8042,FRA-V5SA-070,FRA-V5SA-070,True
8043,SER-V5SA-003B,SER-V5SA-003B,True
8044,ALE-V5SA-127,ALE-V5SA-127,True
8045,JAP-V5SA-018A,JAP-V5SA-18A,False
8046,CZE-V5SA-001E,CZE-V5SA-001E,True
8047,ALE-V5SA-134,ALE-V5SA-134,True
8048,JAP-V5SA-018A,JAP-V5SA-18A,False
8049,CAN-V5SA-063V,CAN-V5SA-063V,True
8050,CAN-V5SA-076H,CAN-V5SA-076H,True
8051,CAN-V5SA-076H,CAN-V5SA-076H,True
8052,BEL-V5SA-008A,BEL-V5SA-008A,True
8053,ESP-V5SA-064B,ESP-V5SA-064B,True
8054,ESP-V5SA-064B,ESP-V5SA-064B,True
8055,CZE-V5SA-007,CZE-V5SA-007,True
8056,ALE-V5ID-153,ALE-V5ID-153,True
8057,EUA-V5SA-350A,EUA-V5SA-350A,True
8058,CAN-V5SA-076G,CAN-V5SA-076G,True
8059,FRA-V5SA-086A,FRA-V5SA-086A,True
8060,CHL-5INT-023,CHL-5INT-023,True
8061,ESP-V5SA-064B,ESP-V5SA-064B,True
8062,ESP-V5SA-064A,ESP-V5SA-064A,True
8063,FRA-V5SA-128D,FRA-V5SA-128D,True
8064,ALE-V5ID-153,ALE-V5ID-153,True
8065,POL-V5SA-008A,POL-V5SA-008A,True
8066,CZE-V5SA-010B,CZE-V5SA-010B,True
8067,CZE-V5SA-010F,CZE-V5SA-010F,True
8068,CZE-V5SA-010A,CZE-V5SA-010A,True
8069,CAN-3SA-001B,CAN-3SA-001B,True
8070,FRA-V5SA-147C,FRA-V5SA-147C,True
8071,ALE-V5SA-127,ALE-V5SA-127,True
8072,ALE-V5SA-019A,ALE-V5SA-019A,True
8073,ESP-V5SA-064B,ESP-V5SA-064B,True
8074,ING-V5SA-047,ING-V5SA-047,True
8075,ESP-V5SA-318A,ESP-V5SA-318A,True
8076,JAP-V5SA-018A,JAP-V5SA-18A,False
8077,JAP-V5SA-018A,JAP-V5SA-18A,False
8078,CHL-5INT-001B,CHL-5INT-001B,True
8079,EUA-V5SA-019B,EUA-V5SA-019B,True
8080,ALE-5DD-019*,ALE-5DD-019A,False
8081,ALE-5DD-019*,ALE-5DD-019A,False
8082,ALE-5DD-019*,ALE-5DD-019A,False
8083,ESP-5SA-057A,ESP-5SA-057A,True
8084,FRA-5SA-097A,FRA-5SA-097A,True
8085,MEX-5INP-025B,MEX-5INP-025B,True
8086,MEX-5INP-025B,MEX-5INP-025B,True
8087,EUA-5PIE-315A,EUA-5PIE-315A,True
8088,ALE-5INT-044,ALE-5INT-044,True
8089,FIN-5INT-005,FIN-5INT-005,True
8090,ESP-5INT-088C,ESP-5INT-110A,False
8091,FRA-5INT-121B,FRA-5INT-121B,True
8092,SUE-5INT-003C,SUE-5INT-003C,True
8093,ESP-5INT-088H,ESP-5INT-093A,False
8094,ESP-5INT-088H,CAN-5INT-099A,False
8095,ALE-5INT-024A,ALE-5INT-024A,True
8096,ALE-5INT-104,ALE-5INT-096,False
8097,ITA-I5SA-020B,ITA-I5SA-020B,True
8098,COL-I5SA-013E,COL-I5SA-013E,True
8099,HOL-5INT-007A,HOL-5INT-007A,True
8100,ALE-5INT-044,ALE-5INT-138,False
8101,ALE-5DD-019M,ALE-5DD-019M,True
8102,EUA-5INT-323A,EUA-5INT-325A,False
8103,FRA-5INT-121B,FRA-5INT-121B,True
8104,LVA-5SA-001I,LVA-5SA-001I,True
8105,ESP-5SA-071A,ESP-5SA-071A,True
8106,ESP-5SA-066,ESP-5SA-066,True
8107,MEX-5PP-358A,MEX-5PP-358A,True
8108,ESP-5SA-066,ESP-5SA-066,True
8109,CAN-5SA-001A,CAN-5SA-001A,True
8110,ALE-5INT-096,ALE-5INT-057,False
8111,ALE-5INT-016,JAP-5INT-014,False
8112,COL-I5SA-013F,COL-I5SA-013F,True
8113,ALE-5INT-044,ALE-5INT-138,False
8114,ESP-5SA-071A,ESP-5SA-071A,True
8115,FRA-5INT-121B,FRA-5INT-121B,True
8116,CHL-I5SA-017A,CHL-I5SA-017A,True
8117,ALE-5INT-044,ALE-5INT-138,False
8118,AUS-5SA-032E,AUS-5SA-032E,True
8119,ALE-5INT-044,ALE-5INT-044,True
8120,SUE-5INT-002A,SUE-5INT-002A,True
8121,CHL-I5SA-017A,CHL-I5SA-017A,True
8122,DIN-5INT-001,ALE-5INT-083,False
8123,ALE-5INT-016,ALE-5INT-138,False
8124,HOL-5INT-007A,ALE-5INT-057,False
8125,HOL-5INT-007A,EUA-5INT-325A,False
8126,HOL-5INT-011,HOL-5INT-011,True
8127,CAN-5INT-063D,CAN-5INT-063D,True
8128,AUS-5INT-048,AUS-5INT-048,True
8129,MEX-V5PP-367D,MEX-V5PP-367D,True
8130,HOL-5INT-007A,HOL-5INT-007A,True
8131,COL-5INT-013,COL-5INT-013,True
8132,ALE-5INT-044,ALE-5INT-044,True
8133,CAN-5SA-063J,CAN-5SA-063J,True
8134,CAN-5SA-063J,CAN-5SA-063J,True
8135,FRA-5INT-042,FRA-5INT-042,True
8136,CZE-V5SA-001J,CZE-V5SA-001J,True
8137,ALE-V5SA-127E,ALE-V5SA-127E,True
8138,EUA-5INT-325A,EUA-5INT-325A,True
8139,FRA-V5SA-147C,FRA-V5SA-147C,True
8140,ESP-V5SA-070C,ESP-V5SA-070C,True
8141,ALE-5INT-044,ALE-5INT-138,False
8142,ALE-5INP-005C,ALE-5INP-005C,True
8143,JAP-V5SA-018A,JAP-V5SA-18A,False
8144,JAP-V5SA-018A,JAP-V5SA-18A,False
8145,ESP-V5SA-064B,ESP-V5SA-064B,True
8146,ESP-V5SA-064B,ESP-V5SA-064B,True
8147,FRA-5INT-071B,FRA-5INT-071B,True
8148,ALE-5INP-005C,ALE-5INP-005C,True
8149,ESP-V5SA-064B,ESP-V5SA-064B,True
8150,AUS-5SA-046,AUS-5SA-046,True
8151,ESP-V5SA-064B,ESP-V5SA-064B,True
8152,ALE-V5SA-019A,ALE-V5SA-019A,True
8153,ESP-V5SA-095D,ESP-V5SA-095D,True
8154,CRO-V5SA-002,CRO-V5SA-002,True
8155,ESP-V5SA-064B,ESP-V5SA-064B,True
8156,FRA-V5SA-147C,FRA-V5SA-147C,True
8157,ESP-V5SA-064B,ESP-V5SA-064B,True
8158,FRA-5INT-121B,FRA-5INT-128B,False
8159,FRA-V5SA-147C,FRA-V5SA-147C,True
8160,POL-V5SA-008A,POL-V5SA-008A,True
8161,ESP-V5SA-064B,ESP-V5SA-064B,True
8162,CAN-V5PEI-098A,CAN-V5PEI-098A,True
8163,ESP-V5SA-064B,ESP-V5SA-064B,True
8164,URU-I5SA-004B,URU-I5SA-004B,True
8165,AUS-5SA-046,AUS-5SA-046,True
8166,ESP-V5SA-064B,ESP-V5SA-064B,True
8167,FRA-V5SA-147C,FRA-V5SA-147C,True
8168,EUA-5INT-295D,EUA-5INT-340A,False
8169,ALE-5INP-005C,ALE-5INP-005C,True
8170,ESP-V5SA-064A,ESP-V5SA-064A,True
8171,FRA-V5SA-147C,FRA-V5SA-147C,True
8172,ALE-5INP-005C,ALE-5INP-005C,True
8173,FRA-V5SA-147C,FRA-V5SA-147C,True
8174,MEX-V5SA-019A,MEX-V5SA-019A,True
8175,CZE-V5CE-10A,CZE-V5CE-10A,True
8176,ESP-V5SA-064B,ESP-V5SA-064B,True
8177,FRA-V5SA-147C,FRA-V5SA-147C,True
8178,POL-V5SA-008A,POL-V5SA-008A,True
8179,POL-V5SA-008A,POL-V5SA-008A,True
8180,FRA-V5SA-147C,FRA-V5SA-147C,True
8181,POL-V5SA-008A,POL-V5SA-008A,True
8182,POL-V5SA-008A,POL-V5SA-008A,True
8183,ALE-5INT-050,ALE-5INT-083,False
8184,JAP-V5SA-018A,JAP-V5SA-18A,False
8185,ALE-5INP-005C,ALE-5INP-005C,True
8186,JAP-V5SA-018A,JAP-V5SA-18A,False
8187,CAN-V5SA-076G,CAN-V5SA-076G,True
8188,AUS-5SA-046,AUS-5SA-046,True
